timestamp,cpu_percent,ram_percent,gpu_load,cpu_temp,gpu_temp,cpu_limit,cpu_temp_limit,gpu_temp_limit,alert_main
2025-11-28 15:13:28,44.3,83.6,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:29,45.2,84.3,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:30,47.3,84.6,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:31,60.8,84.6,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:32,46.5,84.8,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:34,45.2,84.8,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:35,42.4,84.6,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:36,61.2,84.6,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:37,43.7,84.6,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:38,41.1,84.6,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:39,51.1,84.9,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:40,37.2,84.7,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:41,41.8,84.6,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:42,43.4,84.7,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:43,49.8,84.6,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:45,69.5,84.6,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:46,40.8,84.4,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:47,70.1,84.7,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:48,82.2,84.9,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:49,95.4,85.0,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:51,93.6,85.2,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:53,99.5,85.5,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:54,85.7,85.4,,97000.0,,80.0,75.0,80.0,1
2025-11-28 15:13:56,72.5,85.8,,97000.0,,80.0,75.0,80.0,1
