timestamp,cpu_percent,ram_percent,gpu_load,cpu_temp,gpu_temp,cpu_limit,gpu_load_limit,cpu_temp_limit,gpu_temp_limit,alert_any
2025-12-16 23:14:50,46.9,86.0,,56.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:14:51,38.9,86.0,,56.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:14:52,44.1,85.9,,52.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:14:53,32.7,86.1,,52.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:14:54,38.0,85.9,,52.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:14:55,50.0,86.0,,54.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:14:56,96.3,86.9,,54.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:14:58,89.6,87.2,,56.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:14:59,75.7,87.4,,56.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:00,36.3,87.7,,56.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:01,40.9,87.5,,52.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:02,38.0,87.5,,52.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:03,36.5,87.5,,52.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:04,34.4,87.5,,52.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:05,44.7,87.5,,52.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:06,35.6,87.4,,52.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:08,38.2,86.9,,61.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:09,38.1,86.9,,61.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:10,38.7,86.8,,51.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:11,34.2,86.8,,51.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:12,34.1,86.8,,51.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:13,42.1,86.9,,53.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:14,37.9,86.9,,53.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:15,38.8,86.9,,53.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:16,37.7,86.9,,53.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:18,39.8,86.9,,53.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:19,38.0,86.8,,54.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:20,34.3,86.8,,54.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:21,35.6,86.9,,54.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:22,42.8,86.9,,51.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:23,34.4,86.9,,51.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:24,35.7,86.9,,51.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:25,35.6,86.8,,51.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:26,44.8,86.8,,51.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:28,34.0,86.9,,55.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:29,35.3,86.9,,55.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:30,35.3,86.9,,55.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:31,42.7,86.9,,51.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:32,37.7,86.9,,51.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:15:33,39.2,86.9,,51.0,,150.0,80.0,80.0,75.0,0
