timestamp,cpu_percent,ram_percent,gpu_load,cpu_temp,gpu_temp,cpu_limit,gpu_load_limit,cpu_temp_limit,gpu_temp_limit,alert_main
2025-12-16 22:38:29,23.1,81.0,,50.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:30,22.8,81.0,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:31,11.0,80.9,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:32,13.1,80.7,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:33,13.0,80.6,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:35,8.3,80.6,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:36,9.7,80.5,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:37,16.2,80.6,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:38,13.2,80.4,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:39,12.7,80.5,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:40,7.4,80.5,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:41,12.8,80.5,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:42,7.3,80.5,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:43,11.5,80.4,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:45,10.8,80.4,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:46,16.3,80.4,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:47,12.9,80.4,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:48,16.8,80.4,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:49,13.3,80.5,,44.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:50,22.0,80.5,,44.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:51,12.0,80.5,,44.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:52,14.9,80.5,,44.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:53,5.7,80.4,,44.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:54,16.3,80.4,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:56,27.7,80.4,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:57,26.3,79.9,,46.0,,150.0,80.0,80.0,75.0,0
