timestamp,cpu_percent,ram_percent,cpu_temp,gpu_temp,cpu_limit,cpu_temp_limit,gpu_temp_limit,alert_main
2025-11-28 13:16:33,31.4,88.3,,,80.0,80.0,75.0,0
2025-11-28 13:16:34,21.1,88.3,,,80.0,80.0,75.0,0
2025-11-28 13:16:35,37.5,88.6,,,80.0,80.0,75.0,0
2025-11-28 13:16:36,25.8,88.7,,,80.0,80.0,75.0,0
2025-11-28 13:16:37,24.1,88.6,,,80.0,80.0,75.0,0
2025-11-28 13:16:38,13.6,88.5,,,80.0,80.0,75.0,0
2025-11-28 13:16:39,28.0,88.6,,,80.0,80.0,75.0,0
2025-11-28 13:16:40,24.1,88.4,,,80.0,80.0,75.0,0
2025-11-28 13:16:42,22.7,88.3,,,80.0,80.0,75.0,0
2025-11-28 13:16:43,57.3,88.8,,,80.0,80.0,75.0,0
2025-11-28 13:16:44,14.8,88.0,,,80.0,80.0,75.0,0
2025-11-28 13:16:45,19.6,87.9,,,80.0,80.0,75.0,0
2025-11-28 13:16:46,36.2,88.3,,,80.0,80.0,75.0,0
2025-11-28 13:16:47,37.4,89.2,,,80.0,80.0,75.0,0
2025-11-28 13:16:48,40.8,89.2,,,80.0,80.0,75.0,0
2025-11-28 13:16:49,26.5,89.1,,,80.0,80.0,75.0,0
2025-11-28 13:17:04,85.2,89.5,,,80.0,80.0,75.0,1
2025-11-28 13:17:05,43.2,90.4,,,80.0,80.0,75.0,0
2025-11-28 13:17:06,62.9,90.4,,,80.0,80.0,75.0,0
2025-11-28 13:17:07,60.0,90.4,,,80.0,80.0,75.0,0
2025-11-28 13:17:08,65.0,90.7,,,80.0,80.0,75.0,0
2025-11-28 13:17:09,68.4,90.8,,,80.0,80.0,75.0,0
2025-11-28 13:17:10,43.0,90.9,,,80.0,80.0,75.0,0
2025-11-28 13:17:11,38.3,91.0,,,80.0,80.0,75.0,0
2025-11-28 13:17:12,40.6,90.8,,,80.0,80.0,75.0,0
2025-11-28 13:17:13,19.3,90.9,,,80.0,80.0,75.0,0
2025-11-28 13:17:14,14.9,90.9,,,80.0,80.0,75.0,0
2025-11-28 13:17:15,21.0,90.8,,,80.0,80.0,75.0,0
2025-11-28 13:17:17,23.2,90.1,,,80.0,80.0,75.0,0
2025-11-28 13:17:18,30.9,90.3,,,80.0,80.0,75.0,0
2025-11-28 13:17:19,47.2,90.1,,,80.0,80.0,75.0,0
2025-11-28 13:17:20,34.1,90.0,,,80.0,80.0,75.0,0
2025-11-28 13:17:21,19.1,90.0,,,80.0,80.0,75.0,0
2025-11-28 13:17:22,13.4,89.9,,,80.0,80.0,75.0,0
2025-11-28 13:17:23,23.0,89.7,,,80.0,80.0,75.0,0
2025-11-28 13:17:24,17.9,89.7,,,80.0,80.0,75.0,0
2025-11-28 13:17:25,20.1,89.7,,,80.0,80.0,75.0,0
2025-11-28 13:17:26,12.8,89.8,,,80.0,80.0,75.0,0
