timestamp,cpu_percent,ram_percent,gpu_load,cpu_temp,gpu_temp,cpu_limit,gpu_load_limit,cpu_temp_limit,gpu_temp_limit,alert_any
2025-12-16 23:14:10,64.6,92.6,,88.0,,120.0,80.0,80.0,75.0,1
2025-12-16 23:14:11,50.4,87.7,,55.0,,120.0,80.0,80.0,75.0,0
2025-12-16 23:14:12,45.9,87.7,,55.0,,120.0,80.0,80.0,75.0,0
2025-12-16 23:14:13,39.8,87.8,,56.0,,120.0,80.0,80.0,75.0,0
2025-12-16 23:14:14,46.4,87.8,,56.0,,120.0,80.0,80.0,75.0,0
2025-12-16 23:14:16,38.5,87.9,,54.0,,120.0,80.0,80.0,75.0,0
2025-12-16 23:14:17,37.1,87.8,,54.0,,120.0,80.0,80.0,75.0,0
2025-12-16 23:14:18,43.5,87.8,,54.0,,120.0,80.0,80.0,75.0,0
2025-12-16 23:14:19,38.9,87.8,,52.0,,120.0,80.0,80.0,75.0,0
2025-12-16 23:14:21,48.5,87.9,,52.0,,120.0,80.0,80.0,75.0,0
