timestamp,cpu_percent,ram_percent,gpu_load,cpu_temp,gpu_temp,cpu_limit,gpu_load_limit,cpu_temp_limit,gpu_temp_limit,alert_any
2025-12-16 23:16:02,38.0,87.1,,51.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:16:03,36.4,87.1,,51.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:16:04,43.6,87.1,,59.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:16:06,38.2,87.1,,59.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:16:07,35.5,87.1,,53.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:16:08,36.3,87.2,,53.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:16:09,42.7,87.2,,53.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:16:10,36.3,87.1,,54.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:16:11,38.5,87.2,,54.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:16:12,47.0,87.0,,54.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:16:14,44.7,86.8,,67.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:16:15,48.7,88.6,,67.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:16:16,67.3,90.7,,79.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:16:17,51.4,91.3,,79.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:16:18,47.6,91.9,,79.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:16:20,45.5,92.5,,74.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:16:22,51.5,93.1,,74.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:19:33,80.2,87.7,,96.0,,150.0,80.0,80.0,75.0,1
2025-12-16 23:19:34,28.6,60.3,,48.0,,150.0,80.0,80.0,75.0,0
2025-12-16 23:19:35,19.9,60.2,,48.0,,150.0,80.0,80.0,75.0,0
