timestamp,cpu_percent,ram_percent,gpu_load,cpu_temp,gpu_temp,cpu_limit,gpu_load_limit,cpu_temp_limit,gpu_temp_limit,alert_main
2025-12-16 22:31:47,25.4,84.0,,49.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:31:48,14.1,83.9,,67.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:31:49,26.4,83.9,,67.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:31:50,11.1,83.9,,67.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:31:51,11.2,83.9,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:31:52,9.0,83.9,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:31:53,15.3,83.9,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:31:54,10.3,83.9,,47.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:31:55,22.1,83.9,,47.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:31:57,33.2,83.9,,47.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:31:58,27.0,83.4,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:31:59,7.8,83.3,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:00,7.9,83.3,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:01,11.0,83.3,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:02,13.3,83.2,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:03,6.5,83.2,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:04,12.0,83.3,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:05,10.5,83.3,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:06,21.0,83.3,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:07,11.0,83.3,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:08,4.0,83.3,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:09,9.9,83.2,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:11,16.0,83.2,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:12,5.5,83.2,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:13,7.2,83.2,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:14,16.8,83.2,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:15,20.7,83.3,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:16,9.9,83.2,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:17,4.7,83.3,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:18,9.6,83.4,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:19,12.8,83.2,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:20,11.7,83.2,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:21,14.6,83.1,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:22,14.3,83.4,,46.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:32:24,13.2,83.2,,46.0,,80.0,80.0,80.0,75.0,0
