timestamp,cpu_percent,ram_percent,gpu_load,cpu_temp,gpu_temp,cpu_limit,gpu_load_limit,cpu_temp_limit,gpu_temp_limit,alert_main
2025-11-28 15:28:17,55.6,81.2,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:19,45.4,81.4,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:20,41.1,81.6,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:21,40.6,81.6,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:22,40.5,81.7,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:23,34.3,81.6,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:24,41.6,81.6,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:25,38.1,81.6,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:26,39.9,81.5,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:27,49.1,81.1,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:28,59.7,81.4,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:30,49.7,81.4,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:31,48.9,81.4,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:32,47.8,81.4,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:33,61.0,81.5,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:34,47.1,81.5,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:36,41.0,81.5,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:37,53.5,81.5,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:38,64.6,81.5,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:39,52.8,81.6,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:40,67.0,81.8,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:42,63.5,82.0,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:43,45.8,82.3,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:44,49.0,82.7,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:45,64.1,82.2,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:46,59.0,82.4,,,,80.0,80.0,80.0,75.0,0
