timestamp,cpu_percent,ram_percent,gpu_load,cpu_temp,gpu_temp,cpu_limit,gpu_load_limit,cpu_temp_limit,gpu_temp_limit,alert_main
2025-12-04 13:59:02,36.9,81.0,,51.0,,80.0,80.0,80.0,75.0,0
2025-12-04 13:59:03,22.5,80.9,,51.0,,80.0,80.0,80.0,75.0,0
2025-12-04 13:59:04,31.4,80.9,,51.0,,80.0,80.0,80.0,75.0,0
2025-12-04 13:59:05,32.7,80.8,,51.0,,80.0,80.0,80.0,75.0,0
2025-12-04 13:59:07,23.6,80.9,,51.0,,80.0,80.0,80.0,75.0,0
2025-12-04 13:59:08,22.2,80.3,,51.0,,80.0,80.0,80.0,75.0,0
2025-12-04 13:59:09,29.2,80.1,,51.0,,80.0,80.0,80.0,75.0,0
2025-12-04 13:59:10,24.0,80.2,,51.0,,80.0,80.0,80.0,75.0,0
2025-12-04 13:59:11,20.6,80.0,,51.0,,80.0,80.0,80.0,75.0,0
2025-12-04 13:59:12,11.2,79.8,,49.0,,80.0,80.0,80.0,75.0,0
2025-12-04 13:59:13,13.1,79.7,,49.0,,80.0,80.0,80.0,75.0,0
2025-12-04 13:59:14,17.4,79.7,,49.0,,80.0,80.0,80.0,75.0,0
2025-12-04 13:59:15,29.9,79.6,,49.0,,80.0,80.0,80.0,75.0,0
2025-12-04 13:59:16,31.2,79.5,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-04 13:59:17,21.1,79.5,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-04 13:59:18,16.0,79.5,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-04 13:59:19,24.5,79.5,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-04 13:59:21,14.5,79.5,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-04 13:59:27,22.1,79.5,,47.0,,1.0,80.0,80.0,75.0,1
2025-12-04 13:59:28,18.8,79.5,,47.0,,1.0,80.0,80.0,75.0,1
2025-12-04 13:59:29,15.8,79.4,,47.0,,1.0,80.0,80.0,75.0,1
2025-12-04 13:59:30,13.5,79.4,,47.0,,1.0,80.0,80.0,75.0,1
2025-12-04 13:59:31,14.3,79.5,,47.0,,1.0,80.0,80.0,75.0,1
2025-12-04 13:59:33,19.9,79.4,,47.0,,1.0,80.0,80.0,75.0,1
2025-12-04 13:59:34,8.3,79.3,,47.0,,1.0,80.0,80.0,75.0,1
2025-12-04 13:59:35,17.0,78.8,,47.0,,1.0,80.0,80.0,75.0,1
2025-12-04 13:59:36,16.4,78.8,,47.0,,1.0,80.0,80.0,75.0,1
2025-12-04 13:59:37,28.8,78.9,,48.0,,1.0,80.0,80.0,75.0,1
2025-12-04 13:59:38,14.7,78.5,,48.0,,1.0,80.0,80.0,75.0,1
2025-12-04 13:59:39,17.1,78.5,,48.0,,1.0,80.0,80.0,75.0,1
2025-12-04 13:59:40,11.0,78.4,,48.0,,1.0,80.0,80.0,75.0,1
2025-12-04 13:59:41,18.4,78.4,,48.0,,1.0,80.0,80.0,75.0,1
2025-12-04 13:59:42,17.5,78.4,,46.0,,1.0,80.0,80.0,75.0,1
2025-12-04 13:59:43,21.5,78.3,,46.0,,1.0,80.0,80.0,75.0,1
