timestamp,cpu_percent,ram_percent,gpu_load,cpu_temp,gpu_temp,cpu_limit,gpu_load_limit,cpu_temp_limit,gpu_temp_limit,alert_any
2025-12-16 23:20:13,17.3,61.6,,46.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:20:14,10.2,61.5,,46.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:20:16,19.9,61.6,,46.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:21:23,13.2,61.6,,50.0,,100.0,80.0,50.0,75.0,1
2025-12-16 23:21:25,11.6,60.7,,47.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:21:26,13.4,60.6,,45.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:21:27,42.3,61.6,,45.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:21:28,28.9,61.3,,45.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:21:29,16.8,61.2,,46.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:21:30,16.4,61.2,,46.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:21:31,17.0,61.1,,46.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:21:32,24.7,61.1,,46.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:21:33,21.1,61.1,,46.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:21:38,20.6,61.1,,51.0,,100.0,80.0,50.0,75.0,1
2025-12-16 23:21:39,20.3,61.1,,48.0,,100.0,80.0,50.0,75.0,0
