timestamp,cpu_percent,ram_percent,gpu_load,cpu_temp,gpu_temp,cpu_limit,gpu_load_limit,cpu_temp_limit,gpu_temp_limit,alert_any
2025-12-16 23:11:49,17.8,89.5,,51.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:50,17.1,89.4,,51.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:51,12.5,89.4,,51.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:52,10.3,89.3,,47.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:53,15.4,89.3,,47.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:55,47.1,90.3,,55.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:56,43.1,90.3,,55.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:57,26.8,90.3,,55.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:58,24.6,90.4,,67.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:00,25.6,90.4,,67.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:01,64.0,89.9,,68.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:02,51.6,91.1,,68.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:03,24.8,91.0,,68.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:04,17.1,91.1,,49.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:06,20.5,91.1,,49.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:07,28.0,91.1,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:08,20.8,91.0,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:09,31.2,91.1,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:10,27.1,91.1,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:12,22.4,91.1,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:13,26.3,90.9,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:14,19.1,90.8,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:15,23.8,90.8,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:17,24.2,90.7,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:18,20.6,90.6,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:19,42.5,90.8,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:20,43.5,91.1,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:12:51,84.3,91.3,,95.0,,80.0,80.0,80.0,75.0,1
2025-12-16 23:12:52,44.6,93.8,,54.0,,80.0,80.0,80.0,75.0,0
