timestamp,cpu_percent,ram_percent,gpu_load,cpu_temp,gpu_temp,cpu_limit,gpu_load_limit,cpu_temp_limit,gpu_temp_limit,alert_any
2025-12-16 23:10:52,41.3,89.6,,53.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:10:53,79.0,90.5,,53.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:10:54,59.4,90.7,,57.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:10:55,14.4,90.4,,57.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:10:56,9.9,90.4,,57.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:10:58,17.3,90.3,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:10:59,10.0,90.3,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:00,6.1,90.3,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:01,7.7,90.2,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:02,28.8,89.9,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:03,15.1,89.5,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:04,5.4,89.5,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:05,9.9,89.4,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:06,13.9,89.4,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:07,16.8,89.4,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:09,9.5,89.4,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:10,14.4,89.4,,49.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:11,18.2,89.4,,49.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:12,10.8,89.5,,49.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:13,6.4,89.4,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:14,10.1,89.4,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:15,16.8,89.5,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:16,14.2,89.4,,52.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:17,14.8,89.2,,52.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:19,11.9,89.2,,51.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:20,24.3,89.3,,51.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:21,20.5,89.3,,51.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:22,17.1,89.4,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:23,23.0,89.9,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:24,22.9,90.0,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:25,15.5,90.0,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:27,12.5,89.9,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:28,16.7,89.9,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:29,15.8,89.9,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:30,12.9,90.0,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:32,14.7,90.0,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:33,13.0,89.8,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:34,21.7,89.7,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:35,26.6,89.6,,48.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:36,30.7,89.6,,51.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:37,22.1,89.5,,51.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:39,14.6,89.5,,51.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:40,14.8,89.6,,49.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:41,17.2,89.6,,49.0,,80.0,80.0,80.0,75.0,0
2025-12-16 23:11:42,29.9,89.5,,49.0,,80.0,80.0,80.0,75.0,0
