timestamp,cpu_percent,ram_percent,gpu_load,cpu_temp,gpu_temp,cpu_limit,gpu_load_limit,cpu_temp_limit,gpu_temp_limit,alert_any
2025-12-16 23:22:42,20.2,64.5,,50.0,,100.0,80.0,50.0,75.0,1
2025-12-16 23:22:43,16.1,64.5,,48.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:22:44,12.8,64.5,,48.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:22:46,17.2,64.5,,48.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:22:47,12.5,64.5,,48.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:22:48,11.8,64.5,,48.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:22:49,15.1,64.3,,48.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:22:50,17.7,64.3,,48.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:22:51,13.4,64.4,,48.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:22:52,17.6,64.4,,48.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:22:53,7.7,64.3,,49.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:22:54,13.5,64.3,,49.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:22:55,16.7,64.3,,47.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:22:57,31.0,64.3,,47.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:22:58,15.9,63.8,,47.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:22:59,7.5,63.8,,48.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:23:00,18.8,63.8,,48.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:23:01,16.4,63.9,,48.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:23:02,26.4,64.3,,49.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:23:03,10.5,64.3,,49.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:23:04,9.6,64.3,,46.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:23:05,18.7,64.3,,46.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:23:07,8.7,64.3,,46.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:23:08,8.0,64.3,,48.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:23:09,12.0,64.3,,48.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:23:10,17.3,64.3,,48.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:23:11,11.9,64.3,,49.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:23:12,13.8,64.3,,49.0,,100.0,80.0,50.0,75.0,0
2025-12-16 23:23:13,14.9,64.4,,47.0,,100.0,80.0,50.0,75.0,0
