timestamp,cpu_percent,ram_percent,gpu_load,cpu_temp,gpu_temp,cpu_limit,gpu_load_limit,cpu_temp_limit,gpu_temp_limit,alert_main
2025-12-16 22:37:16,22.8,82.5,,48.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:17,10.6,82.4,,48.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:18,8.5,82.4,,48.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:19,12.2,82.4,,48.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:20,14.0,82.4,,48.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:21,8.3,82.4,,48.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:23,10.5,82.4,,48.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:24,15.5,82.4,,48.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:25,20.6,82.4,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:26,17.2,82.6,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:27,37.4,82.9,,49.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:28,12.5,82.9,,49.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:29,28.6,83.0,,49.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:30,6.1,82.9,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:31,6.2,82.9,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:32,11.9,82.8,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:33,16.3,82.9,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:35,10.8,82.9,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:36,12.9,82.9,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:37,17.4,82.9,,54.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:38,21.8,82.8,,54.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:39,13.7,82.8,,49.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:40,9.1,82.9,,49.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:41,16.9,82.9,,49.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:42,37.8,83.3,,48.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:44,21.1,83.4,,48.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:48,30.9,81.8,,48.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:49,23.9,81.8,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:50,13.3,81.8,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:51,11.2,81.8,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:52,17.4,81.7,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:53,11.5,81.6,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:54,16.7,81.5,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:56,7.7,81.4,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:57,12.0,81.0,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:58,8.9,81.0,,49.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:37:59,21.9,80.9,,49.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:00,20.0,81.0,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:01,20.8,81.2,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:02,32.4,81.7,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:03,32.2,81.7,,53.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:05,15.2,81.6,,53.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:06,13.0,81.8,,53.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:07,13.7,81.8,,53.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:08,32.4,81.8,,53.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:09,17.9,81.8,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:10,8.3,81.7,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:11,13.5,81.8,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:12,20.1,81.7,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:13,10.2,81.8,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:15,14.1,81.8,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:16,20.6,81.8,,50.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:17,19.0,81.7,,50.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:18,13.5,81.6,,50.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:19,18.1,81.6,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:20,19.9,81.8,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:21,12.5,81.7,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:22,8.8,81.7,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:23,16.1,81.6,,46.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:24,16.0,81.8,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:26,30.4,80.9,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:27,49.8,81.4,,47.0,,150.0,80.0,80.0,75.0,0
2025-12-16 22:38:28,20.8,81.0,,50.0,,150.0,80.0,80.0,75.0,0
