timestamp,cpu_percent,ram_percent,gpu_load,cpu_temp,gpu_temp,cpu_limit,gpu_load_limit,cpu_temp_limit,gpu_temp_limit,alert_main
2025-11-28 15:28:48,49.1,82.3,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:49,49.8,82.3,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:50,52.9,82.4,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:52,48.0,82.5,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:53,42.5,82.3,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:54,38.2,82.3,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:55,45.1,82.3,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:56,37.5,82.3,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:57,40.6,82.3,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:58,42.9,82.2,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:28:59,38.4,82.2,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:29:00,37.9,82.5,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:34:09,85.2,82.9,,,,80.0,80.0,80.0,75.0,1
