timestamp,cpu_percent,ram_percent,gpu_load,cpu_temp,gpu_temp,cpu_limit,gpu_load_limit,cpu_temp_limit,gpu_temp_limit,alert_main
2025-12-16 22:15:24,92.1,85.0,,44.0,,80.0,80.0,80.0,75.0,1
2025-12-16 22:15:25,15.2,84.3,,44.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:26,2.2,84.2,,44.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:28,31.1,84.2,,44.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:29,18.0,84.1,,44.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:30,24.7,84.0,,44.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:31,19.7,84.1,,44.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:32,25.8,84.0,,44.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:33,15.5,84.0,,44.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:34,6.2,83.9,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:35,18.6,83.9,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:37,18.2,83.9,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:38,19.9,83.9,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:39,14.4,84.0,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:40,17.9,83.9,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:41,1.8,83.9,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:42,2.9,83.9,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:43,10.5,83.8,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:44,12.8,83.8,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:45,5.0,83.8,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:46,3.6,83.8,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:47,3.3,83.8,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:48,11.1,83.9,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:50,6.6,83.8,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:51,5.7,83.8,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:52,3.6,83.8,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:53,9.5,83.8,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:54,4.4,83.7,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:55,3.3,83.7,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:56,3.6,83.7,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:57,8.6,83.7,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:58,4.0,83.7,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:15:59,8.1,83.7,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:00,4.7,83.8,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:01,9.3,83.7,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:02,1.8,83.7,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:04,4.8,83.7,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:05,6.3,83.7,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:06,9.7,83.6,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:07,6.1,83.6,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:08,2.9,83.6,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:09,9.1,83.6,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:10,10.4,83.6,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:11,5.0,83.6,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:12,13.4,83.7,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:13,10.0,83.7,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:14,5.4,83.6,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:15,10.1,83.6,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:17,2.9,83.6,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:18,8.2,83.6,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:19,3.7,83.5,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:20,6.2,83.6,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:21,5.4,83.6,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:22,8.2,83.6,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:23,3.7,83.6,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:24,5.4,83.5,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:25,5.4,83.5,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:26,9.6,83.6,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:27,3.2,83.5,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:28,4.7,83.5,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:29,7.7,83.5,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:31,10.8,83.5,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:32,5.3,83.4,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:33,7.6,83.4,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:34,4.0,83.4,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:35,18.7,83.1,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:36,2.5,83.1,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:37,9.2,83.1,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:38,13.9,83.4,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:39,58.3,83.6,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:40,52.8,83.7,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:41,78.9,83.9,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:52,91.0,84.1,,50.0,,80.0,80.0,80.0,75.0,1
2025-12-16 22:16:53,55.3,84.0,,50.0,,80.0,80.0,80.0,75.0,0
2025-12-16 22:16:54,27.1,84.0,,50.0,,80.0,80.0,80.0,75.0,0
