timestamp,cpu_percent,ram_percent,gpu_load,cpu_temp,gpu_temp,cpu_limit,cpu_temp_limit,gpu_temp_limit,alert_main
2025-11-28 14:19:27,78.7,85.2,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:34,92.5,85.4,,0.0,,80.0,80.0,75.0,1
2025-11-28 14:19:35,73.9,85.2,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:36,43.6,85.1,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:37,48.4,85.0,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:38,43.8,85.1,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:40,49.2,84.9,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:41,38.6,85.0,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:42,48.8,84.9,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:43,52.2,84.8,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:45,41.1,84.7,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:46,48.1,84.7,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:47,49.7,84.7,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:49,38.6,84.7,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:51,47.8,84.7,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:52,58.5,84.6,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:54,50.8,84.8,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:55,53.6,84.7,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:56,49.7,84.8,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:58,44.1,84.9,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:19:59,51.4,84.8,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:00,43.5,84.9,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:01,40.0,84.7,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:02,37.0,84.8,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:04,56.6,84.8,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:05,73.8,84.6,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:06,56.7,84.6,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:08,68.7,85.2,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:09,64.8,85.6,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:10,64.2,87.7,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:11,60.7,88.6,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:21,83.6,83.2,,0.0,,80.0,80.0,75.0,1
2025-11-28 14:20:22,76.5,74.7,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:27,90.6,74.6,,0.0,,80.0,80.0,75.0,1
2025-11-28 14:20:29,79.6,75.1,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:30,49.7,75.1,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:31,37.5,75.1,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:32,40.5,75.1,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:34,43.8,75.1,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:35,34.6,74.7,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:36,43.5,74.5,,0.0,,80.0,80.0,75.0,0
2025-11-28 14:20:37,49.8,74.7,,0.0,,80.0,80.0,75.0,0
