timestamp,cpu_percent,ram_percent,gpu_load,cpu_temp,gpu_temp,cpu_limit,gpu_load_limit,cpu_temp_limit,gpu_temp_limit,alert_main
2025-11-28 15:35:15,28.3,69.0,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:16,24.0,69.0,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:17,17.6,69.0,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:18,14.5,69.0,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:19,19.8,68.9,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:21,31.2,68.9,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:22,12.7,68.9,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:23,13.5,68.8,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:24,16.7,68.8,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:25,22.5,68.8,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:26,13.7,68.7,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:27,16.9,68.7,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:28,19.4,68.7,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:29,39.2,68.7,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:30,31.6,68.2,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:31,23.4,68.2,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:33,19.5,68.1,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:34,20.7,68.1,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:35,13.0,68.1,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:36,9.6,68.1,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:37,19.1,68.2,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:38,24.8,68.1,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:39,13.3,68.0,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:41,13.5,68.0,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:42,28.8,67.8,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:43,21.9,68.0,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:44,58.0,68.8,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:45,38.3,68.6,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:46,33.2,68.6,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:48,13.7,68.6,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:49,15.7,68.7,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:50,21.5,68.7,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:51,30.6,68.6,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:52,11.6,68.6,,,,80.0,80.0,80.0,75.0,0
2025-11-28 15:35:54,17.1,68.5,,,,80.0,80.0,80.0,75.0,0
